Gene_acc,PG.ProteinAccessions,WT1,WT2,WT3,11-1,11-2,11-3,Desc
187,Tb11.v5.0331.1-p1;Tb927.10.8500:mRNA-p1;Tb927.10.8510:mRNA-p1;Tb927.10.8520:mRNA-p1,188712.375,243665.890625,222286.65625,408466.6875,251100.21875,195878.5625,"glucose transporter, putative"
188,Tb11.v5.0339.1-p1;Tb927.10.5080:mRNA-p1,251559.65625,195038.65625,176049.46875,345452.28125,250637.796875,259247.109375,GPI transamidase component Tta2
189,Tb11.v5.0340.1-p1;Tb927.10.5070:mRNA-p1,176170.09375,188319,203002.71875,181732.515625,214826.21875,191769.8125,"ribonuclease H, putative"
191,Tb11.v5.0342.1-p1;Tb927.10.5040:mRNA-p1,567849.8125,573639.125,609627.9375,575538.875,641387.6875,649720.375,"chaperone protein DnaJ, putative"
192,Tb11.v5.0346.1-p1,81966.5625,91283.2265625,74738.734375,95084.25,211227.0625,43348.30078125,"BarP protein, putative"
194,Tb11.v5.0356.1-p1;Tb927.1.1240:mRNA-p1,660167.6875,829264.3125,821264.3125,793838,778810.375,891341.9375,"cytidine triphosphate synthase, putative"
195,Tb11.v5.0357.1-p1;Tb927.1.1270:mRNA-p1,99824.15625,113137.109375,141275.40625,249254.609375,113490.4453125,107004.75,"homocysteine S-methyltransferase, putative"
196,Tb11.v5.0365.1-p1,452245.75,506091.75,517870.125,490382.28125,489392.34375,475385.4375,"hypothetical protein, conserved"
197,Tb11.v5.0366.1-p1,128198.8203125,150127.6875,136782.34375,152945.8125,166118.078125,160977.71875,"hypothetical protein, conserved"
198,Tb11.v5.0372.1-p1;Tb927.1.1310:mRNA-p1,41576.2890625,41602.25390625,33478.87109375,46187.52734375,28665.9765625,39398.9296875,"transmembrane protein, conserved"
199,Tb11.v5.0384.1-p1;Tb927.1.1130:mRNA-p1,159412.625,144750.1875,167488.75,91561.3203125,110919.5625,169554.21875,"glycerol-3-phosphate dehydrogenase (FAD-dependent), putative"
200,Tb11.v5.0387.1-p1;Tb927.11.1180:mRNA-p1,662230.5,574681.875,589598.75,503090.4375,551531.375,526206.375,"cdc2-related kinase 6, putative"
201,Tb11.v5.0391.1-p1;Tb927.1.1370:mRNA-p1,203202.671875,193735,211072.234375,247795.546875,196945.28125,253014.015625,"rRNA biogenesis protein, putative"
202,Tb11.v5.0394.1-p1,Filtered,112940.09375,1695.715576171875,Filtered,Filtered,Filtered,"hypothetical protein, conserved"
203,Tb11.v5.0396.1-p1;Tb927.10.16170:mRNA-p1,171413.421875,166021.890625,187220.21875,138909.625,139170.734375,135450.359375,"potassium voltage-gated channel, putative"
204,Tb11.v5.0397.1-p1;Tb927.10.16150:mRNA-p1,1009059.125,567473.5,772138.375,942590.1875,1138253.625,770208.625,"ATP-dependent zinc metallopeptidase, putative"
206,Tb11.v5.0406.1-p1;Tb927.10.15910:mRNA-p1,573995.9375,552215.125,548981.5625,477960.75,550495,511227.875,Glycerol uptake protein 1
207,Tb11.v5.0414.1-p1;Tb927.10.540:mRNA-p1,8536530,10112598,10083442,9913453,9388751,10120990,"ATP-dependent RNA helicase SUB2, putative"
208,Tb11.v5.0420.1-p1;Tb927.10.14490:mRNA-p1,99925.1484375,105320.4453125,108459.1484375,186788.28125,160388.703125,157629.8125,"hypothetical protein, conserved"
209,Tb11.v5.0421.1-p1;Tb927.5.350:mRNA-p1,284790.875,306037.4375,295468.5625,370546.75,491111.0625,395269.8125,"75 kDa invariant surface glycoprotein, putative"
210,Tb11.v5.0422.1-p1,486728.65625,486587.6875,394913.90625,304856.5,296157.40625,287722.46875,"SET domain containing protein, putative"
211,Tb11.v5.0426.1-p1;Tb927.1.1640:mRNA-p1,218432.046875,183576.828125,215410.28125,188529.9375,162087.125,224121.9375,"hypothetical protein, conserved"
212,Tb11.v5.0427.1-p1;Tb927.10.15850:mRNA-p1,2505392.75,2386056.75,2231332.25,2020153.5,2435062.5,2261743.75,Peroxisome biogenesis factor 12
213,Tb11.v5.0434.1-p1;Tb927.10.15390:mRNA-p1,174409.90625,148225.78125,119909.765625,147816.6875,173623.859375,146516.96875,Flagellum attachment zone protein 7
214,Tb11.v5.0435.1-p1;Tb927.11.3650:mRNA-p1,32371546,30900746,30520800,28446766,31235082,31150280,"adenylosuccinate synthetase, putative"
215,Tb11.v5.0436.1-p1;Tb927.1.1030:mRNA-p1,299476.09375,313860.15625,285124.4375,356320.53125,327940.875,378303.34375,Nucleolar protein 49
217,Tb11.v5.0464.1-p1;Tb927.1.1560:mRNA-p1,1742073,1762400.375,1762314,2159084.25,2252684,2199749.5,"vesicular-fusion protein nsf, putative"
219,Tb11.v5.0468.1-p1,47804.3203125,Filtered,38807.65234375,Filtered,152153.65625,Filtered,"alpha tubulin, putative"
220,Tb11.v5.0469.1-p1;Tb927.1.2330:mRNA-p1;Tb927.1.2350:mRNA-p1;Tb927.1.2370:mRNA-p1;Tb927.1.2390:mRNA-p1,16008726,16946248,19701858,28593916,24718322,24846326,beta tubulin
221,Tb11.v5.0474.1-p1;Tb927.3.3290:mRNA-p1,155054.375,161759.328125,170413.78125,170929.6875,212767.015625,188825,"protein kinase, putative"
223,Tb11.v5.0480.1-p1,1352010.5,1258958,1224950.5,615336,551655,586724.4375,"DNA-directed RNA polymerase, alpha subunit, putative"
224,Tb11.v5.0481.1-p1;Tb927.10.15380:mRNA-p1,37518.5625,20801.0390625,50310.73046875,13893.9609375,35753.03125,Filtered,"U3 snoRNA-associated protein UTP11, putative"
225,Tb11.v5.0487.1-p1,563473.75,559378.3125,575805.3125,515383.6875,472256.78125,452313.25,"Programmed cell death protein 2, C-terminal putative domain containing protein, putative"
226,Tb11.v5.0489.1-p1,270710.21875,223978.65625,210484.765625,436696.84375,293634,287727.5625,"retrotransposon hot spot (RHS) protein, putative"
227,Tb11.v5.0493.1-p1;Tb927.7.3830:mRNA-p1,277162.34375,286470.40625,274036.5,207143.875,226219.5625,205727.1875,"kinesin K39, putative"
228,Tb11.v5.0500.1-p1;Tb927.10.660:mRNA-p1,286339.15625,221724.3125,260417.75,338839.5,249961.234375,299148.5,"2-oxoisovalerate dehydrogenase alpha subunit, putative"
229,Tb11.v5.0501.1-p1;Tb927.10.3940:mRNA-p1,13639443,14266826,13814287,9912751,9127055,8562096,"40S ribosomal protein S3A, putative"
230,Tb11.v5.0502.1-p1;Tb927.10.3920:mRNA-p1,37530.1796875,40467.28515625,20301.009765625,88437.9921875,171984.109375,99560.578125,"hypothetical protein, conserved"
231,Tb11.v5.0512.1-p1;Tb927.10.2180:mRNA-p1,93440.0625,83850.7265625,103538.3046875,161400.375,105456.9375,98175.65625,"Rtr1/RPAP2 family, putative"
233,Tb11.v5.0516.1-p1;Tb927.10.6880:mRNA-p1,4652725.5,4430350,4166788.5,4135944,4518383.5,4506457,"glyceraldehyde 3-phosphate dehydrogenase, cytosolic"
234,Tb11.v5.0517.1-p1;Tb927.11.4050:mRNA-p1,145587.640625,114670.9140625,132867.296875,120663.515625,117574.8984375,110511.8125,"hypothetical protein, conserved"
235,Tb11.v5.0523.1-p1;Tb927.1.780:mRNA-p1,149938.234375,189240.5625,213905.703125,177010.375,203989.578125,171475.71875,leucine-rich repeat-containing protein
236,Tb11.v5.0527.1-p1;Tb927.10.16110:mRNA-p1,1667184.625,1656566.625,1776949.875,2048504.625,1900788.625,2032742.875,component of motile flagella 1
237,Tb11.v5.0531.1-p1;Tb927.10.5620:mRNA-p1,48755604,50085872,42616452,36298164,40786888,35682164,"fructose-bisphosphate aldolase, glycosomal"
238,Tb11.v5.0532.1-p1;Tb927.10.70:mRNA-p1,561687.25,543770.6875,677637,714699.9375,905388.0625,946479.75,"retrotransposon hot spot (RHS), putative, (fragment)"
239,Tb11.v5.0537.1-p1,1500249.5,2589691.25,1563225,1842988,2907994.5,1791377,"polyubiquitin, putative"
240,Tb11.v5.0538.1-p1;Tb927.8.4970:mRNA-p1;Tb927.8.4980:mRNA-p1;Tb927.8.4990:mRNA-p1;Tb927.8.5000:mRNA-p1;Tb927.8.5010:mRNA-p1,471703.0625,571714.0625,571725.4375,781816.4375,680455.5,650336.0625,Paraflagellar rod protein 2-5
241,Tb11.v5.0540.1-p1,1317196.875,1584485.75,1685136.375,816389.9375,801692.625,795832.875,"amino acid transporter 8, putative"
242,Tb11.v5.0543.1-p1;Tb927.10.10890:mRNA-p1;Tb927.10.10900:mRNA-p1;Tb927.10.10920:mRNA-p1;Tb927.10.10940:mRNA-p1;Tb927.10.10950:mRNA-p1;Tb927.10.10960:mRNA-p1,36057960,38154560,34443816,39179264,34582688,35904584,"heat shock protein, putative"
243,Tb11.v5.0553.1-p1,202018.28125,262884,276782.78125,244192.3125,256704.921875,266493.84375,"ubiquitin hydrolase, putative"
244,Tb11.v5.0563.1-p1;Tb927.10.13270:mRNA-p1,167104.84375,191214.4375,177622.59375,217817.515625,176852.328125,193013.234375,"Periodic tryptophan protein 2 homolog, putative"
245,Tb11.v5.0564.1-p1,722170.75,716664.125,698073.1875,577792.1875,640530.25,768634.0625,"protein kinase, putative"
246,Tb11.v5.0569.1-p1;Tb927.8.4700:mRNA-p1;Tb927.8.4710:mRNA-p1;Tb927.8.4720:mRNA-p1;Tb927.8.4730:mRNA-p1;Tb927.8.4740:mRNA-p1,220913.46875,190712.09375,203516.65625,201806,216782.96875,234874.359375,"amino acid transporter, putative"
248,Tb11.v5.0574.1-p1;Tb927.5.2540:mRNA-p1,123264.9296875,108623.984375,112170.7421875,142942.71875,127511.203125,148928.015625,"Organic solute transport protein 1, putative"
249,Tb11.v5.0578.1-p1;Tb927.10.6720:mRNA-p1,1779507,1882273.625,1731400.75,1602920.25,1664501,1804401,"Plasma-membrane choline transporter, putative"
250,Tb11.v5.0586.1-p1;Tb927.7.5470:mRNA-p1,83362.3046875,76516.6796875,79831.953125,77336.4140625,86959.1953125,83820.3671875,Present in the outer mitochondrial membrane proteome 36
251,Tb11.v5.0587.1-p1;Tb927.11.4610:mRNA-p1,4671667.5,4546491.5,4573180,4541372,5815448,5205054.5,protein kinase A regulatory subunit
252,Tb11.v5.0594.1-p1,452031.625,394579.71875,415322.5,460517.4375,522110.4375,478357.8125,"retrotransposon hot spot (RHS) protein, putative"
253,Tb11.v5.0611.1-p1;Tb927.7.2570:mRNA-p1,3240840.25,3268962.5,2977045,3205299,3044878,3433937.5,"guide RNA associated protein, GAP2"
254,Tb11.v5.0612.1-p1;Tb927.7.7070:mRNA-p1,2340484.5,1872046.625,1763150.5,3549926,2602433,2296307,"MYND finger, putative"
255,Tb11.v5.0620.1-p1,146963.765625,153157.71875,166430.0625,146255.578125,118065.4140625,137816.71875,"COG4 transport protein, putative"
256,Tb11.v5.0624.1-p1,927514.4375,1155556.875,1157586.75,1786128.75,3637526,1865197.25,"retrotransposon hot spot protein (PHS), putative"
257,Tb11.v5.0626.1-p1;Tb927.10.14800:mRNA-p1,2650702.75,2316990,2471293,3167208.25,2326165,2731429.25,"mitogen-activated protein kinase 9, putative"
258,Tb11.v5.0631.1-p1;Tb927.10.960:mRNA-p1,403376.625,407797.8125,440704.4375,407816.125,434257.28125,432668.78125,U4/U6-specific protein PRP4
259,Tb11.v5.0636.1-p1;Tb927.10.14890:mRNA-p1,39688032,37479412,37760160,37732452,35004120,40786828,"C-terminal motor kinesin, putative"
260,Tb11.v5.0637.1-p1;Tb927.10.380:mRNA-p1,186101.125,171823.796875,174534.578125,164161.90625,167665,162152.75,kinetoplast ribosomal PPR-repeat containing protein 5
262,Tb11.v5.0639.1-p1;Tb927.5.1230:mRNA-p1,56478.875,57714.20703125,49473.0234375,84757.7578125,83929.734375,73509.4140625,"hypothetical protein, conserved"
265,Tb11.v5.0650.1-p1;Tb927.10.2890:mRNA-p1,85793456,81432336,82996408,93146560,83362072,81213400,enolase
266,Tb11.v5.0652.1-p1;Tb927.7.3210:mRNA-p1,48047.87890625,31218.888671875,49185.80078125,61072.61328125,42257.90234375,63130.17578125,"Pseudokinase, putative"
267,Tb11.v5.0655.1-p1;Tb927.2.830:pseudogenic_transcript-p1,437305.1875,487505.90625,516015.65625,644272.75,722621.875,705915.4375,"retrotransposon hot spot protein 1 (RHS1), interrupted"
268,Tb11.v5.0668.1-p1;Tb927.10.8230:mRNA-p1,30098222,29695052,28003554,26616152,28328752,25529614,protein disulfide isomerase 2
270,Tb11.v5.0671.1-p1;Tb927.10.13010:mRNA-p1,212872,174051.1875,145907.953125,149828.234375,134134.671875,125550.4609375,cAMP-dependent protein kinase catalytic subunit 3
271,Tb11.v5.0680.1-p1;Tb927.10.9100:mRNA-p1,103974.5,168469.78125,76465.984375,142132.53125,17998.814453125,28757.51953125,"hypothetical protein, conserved"
272,Tb11.v5.0684.1-p1;Tb927.10.2770:mRNA-p1,5561843,5317394,4376707.5,4532961.5,4831475,4366808.5,"eukaryotic translation initiation factor 5, putative"
273,Tb11.v5.0707.1-p1;Tb927.10.8650:mRNA-p1,783598.375,896958,700526.375,585593.375,656274,702682,"ran binding protein, putative"
274,Tb11.v5.0710.1-p1,144085.25,161769.78125,173074.09375,220421.71875,274258.9375,254109.890625,"Gp63-1 surface protease homolog, putative"
276,Tb11.v5.0713.1-p1,8323407,7939546,7133158.5,8998313,11753591,10819375,"Retrotransposon hot spot protein 6 (RHS6), putative"
277,Tb11.v5.0716.1-p1;Tb927.11.14720:mRNA-p1,21263.3203125,29433.294921875,23677.65625,35366.84765625,28232.580078125,Filtered,"hypothetical protein, conserved"
278,Tb11.v5.0718.1-p1;Tb927.10.13780:mRNA-p1,3866142.5,3270621,3307905.25,3137795.75,3665253.5,3373607,Glycogen synthase kinase 3 short
279,Tb11.v5.0731.1-p1,1102481,1176484,1044561.3125,920482.8125,1228618.875,987875.25,"65 kDa invariant surface glycoprotein, putative"
281,Tb11.v5.0739.1-p1,7200.53955078125,14938.796875,4334.751953125,Filtered,4647.7001953125,Filtered,SUMO-interacting motif-containing protein
282,Tb11.v5.0741.1-p1;Tb927.3.3770:mRNA-p1;Tb927.3.3790:mRNA-p1,454641.21875,475990.6875,385190.34375,482736.46875,418531.34375,471778.25,"hypothetical protein, conserved"
283,Tb11.v5.0742.1-p1;Tb927.6.1260:mRNA-p1,1420601.5,1683531.75,1291229,948551.0625,1062864.75,866492.875,"proteasome beta-1 subunit, putative"
285,Tb11.v5.0746.1-p1;Tb927.11.6090:mRNA-p1,184881.96875,301973.5,186337.1875,163768.21875,166591.140625,229373.34375,"tatD related deoxyribonuclease, putative"
286,Tb11.v5.0758.1-p1;Tb927.1.4140:mRNA-p1,109051.8828125,65114.328125,83318.828125,69134.4765625,44936.625,65612.8984375,Bardet-Biedl syndrome 5 protein
287,Tb11.v5.0760.1-p1;Tb927.10.980:mRNA-p1,15242.0654296875,12659.751953125,11861.67578125,17073.2578125,15634.634765625,15597.001953125,"RNA polymerase III transcription factor (TF)IIIC subunit, putative"
288,Tb11.v5.0775.1-p1;Tb927.10.7560:mRNA-p1,268507,234838.765625,208814.359375,206267.515625,223398.328125,217080.796875,"methyltransferase domain containing protein, putative"
289,Tb11.v5.0778.1-p1;Tb927.7.680:mRNA-p1,81225.3046875,71953.90625,70767.859375,82981,69707.8515625,83083.6328125,"chaperone protein DnaJ, putative"
293,Tb11.v5.0809.1-p1;Tb927.10.6570:mRNA-p1,Filtered,47255.86328125,50700.33203125,49277.671875,41846.37890625,40546.609375,"TPR repeat, putative"
294,Tb11.v5.0814.1-p1;Tb927.10.9500:mRNA-p1,209178.046875,80398.828125,86541.7421875,79144.421875,118241.46875,85329.2734375,"expression site-associated gene 3 (ESAG3) protein, putative"
295,Tb11.v5.0818.1-p1;Tb927.3.2340:mRNA-p1,605769.875,620141.625,604641.375,503506.65625,647403.25,584926.6875,Peroxisome biogenesis protein 2
296,Tb11.v5.0826.1-p1;Tb927.7.6860:mRNA-p1,139557.34375,136950,144340.875,73915.0859375,119678.2890625,74839.1171875,"expression site-associated gene 5 (ESAG5) protein, putative"
297,Tb11.v5.0831.1-p1;Tb927.3.3400:mRNA-p1,176384.90625,207266.28125,225186.203125,179467.28125,184204.78125,188784.140625,"kinesin, putative"
298,Tb11.v5.0832.1-p1;Tb927.10.1800:mRNA-p1,112593.78125,119734.609375,104512.359375,85488.1015625,90528.0390625,88393.1875,"methyltransferase domain containing protein, putative"
300,Tb11.v5.0861.1-p1;Tb927.8.4030:mRNA-p1;Tb927.8.4080:mRNA-p1,207423.046875,239592.375,272143.28125,264250.09375,263951.59375,304531.03125,"hypothetical protein, conserved"
306,Tb11.v5.0959.1-p1;Tb927.4.3120:mRNA-p1,20309.8359375,66755.875,69570.765625,36742.984375,18689.6484375,20690.07421875,"hook complex protein, conserved"
307,Tb11.v5.0960.1-p1;Tb927.4.3110:mRNA-p1,56775.01171875,57651.6953125,55855.2109375,141527.21875,50950.03515625,49677.72265625,"tRNA-dihydrouridine synthase 4, putative"
308,Tb11.v5.0962.1-p1;Tb927.4.3090:mRNA-p1,123098.4765625,132066.015625,138594.421875,153319.421875,173939.03125,162792.71875,"hypothetical protein, conserved"
309,Tb11.v5.0963.1-p1;Tb927.4.3080:mRNA-p1,158805.75,142810.484375,150485.671875,140195.6875,110989.25,156739.25,"Uncharacterised ACR, YggU family COG1872, putative"
310,Tb11.v5.0965.1-p1;Tb927.4.3020:mRNA-p1,21081.59765625,27580.421875,33987.203125,54198.6328125,26064.02734375,36941.3125,"ATP-dependent DEAH-box RNA helicase, putative"
311,Tb11.v5.0967.1-p1;Tb927.4.3000:mRNA-p1,289262.1875,314567.1875,248061.765625,137741.125,141536.6875,216156.125,"hypothetical protein, conserved"
312,Tb11.v5.0968.1-p1;Tb927.4.2990:mRNA-p1,15906.2373046875,36057.92578125,19930.70703125,42493.6015625,37192.07421875,31990.490234375,"hypothetical protein, conserved"
313,Tb11.v5.0971.1-p1;Tb927.4.2950:mRNA-p1,9478.431640625,18180.384765625,25725.0234375,Filtered,12867.6162109375,20170.482421875,"mitochondrial DNA polymerase I protein A, putative"
314,Tb11.v5.0972.1-p1;Tb927.4.2940:mRNA-p1,13763.212890625,5654.43896484375,7047.18994140625,6602.9423828125,9422.3798828125,4591.25341796875,"hypothetical protein, conserved"
317,Tb11.v5.0985.1-p1;Tb927.5.130:mRNA-p1,908111,824119.0625,605011.8125,731112.75,659705.625,943903.6875,"variant surface glycoprotein (VSG)-related, putative"
318,Tb11.v5.1013.1-p1;Tb927.10.11640:mRNA-p1,340251.84375,302100.9375,257627.4375,247487.171875,248251.203125,263600.90625,"Protein prenyltransferase alpha subunit repeat, putative"
319,Tb11.v5.1014.1-p1;Tb927.10.11650:mRNA-p1,119651.03125,146806.125,155636.21875,153057.875,228747.5,144326.6875,"hypothetical protein, conserved"
321,Tb11.v5.1020.1-p1,70685.90625,88099.2421875,78726.8125,86165.4765625,118184.7890625,77443.9921875,"retrotransposon hot spot (RHS) protein, putative"
322,Tb11.v5.1022.1-p1;Tb927.10.3340:mRNA-p1,382786.4375,327799.28125,210312.34375,393776.90625,179056,250021.21875,"CMGC/MAPK protein kinase, putative"
324,Tb11.v5.1038.1-p1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,"calpain-like cysteine peptidase, putative"
325,Tb11.v5.1046.1-p1;Tb927.10.2090:mRNA-p1;Tb927.10.2100:mRNA-p1;Tb927.10.2110:mRNA-p1,196798848,193247840,191078208,187242416,211160992,194598560,elongation factor 1-alpha
326,Tb11.v5.1055.1-p1;Tb927.3.4290:mRNA-p1;Tb927.3.4300:mRNA-p1;Tb927.3.4310:mRNA-p1;Tb927.3.4320:mRNA-p1;Tb927.3.4330:mRNA-p1,951030.9375,1056662.25,940743.6875,1262119.875,1522453.625,1131426.5,Paraflagellar rod protein 1-5
327,Tb11.v5.1057.1-p1;Tb927.10.12040:mRNA-p1,3316273,3191094.5,3034287,3331976.75,3364511.5,3475067.75,"mitogen-activated protein kinase 11, putative"
328,Tb11.v5.1059.1-p1;Tb927.11.3590:mRNA-p1;Tb927.11.3600:mRNA-p1,13295868,14028393,13910988,9190728,7935519,8402243,"40S ribosomal protein S4, putative"
329,Tb427.BES10.1,197392.09375,217233.90625,217441.765625,231194.703125,246105.921875,213779.109375,Tb427.BES10.1
330,Tb427.BES10.2,4181483.75,4115894.25,4607203,2804886.25,3624116,3410350,Tb427.BES10.2
333,Tb427.BES126.15,83397.8203125,73452.4453125,87041.3046875,3215339,3773116.25,3793785.5,Tb427.BES126.15
334,Tb427.BES129.14,23647.353515625,30493.43359375,22806.650390625,165025.265625,190693.609375,175779.015625,Tb427.BES129.14
335,Tb427.BES134.1,211499.203125,223715.71875,200731.640625,388120.0625,525487.75,448896.90625,Tb427.BES134.1
336,Tb427.BES134.5,122242.28125,85766.875,36839.37109375,448641.46875,606154,606849.5,Tb427.BES134.5
337,Tb427.BES15.12;Tb427.BES4.11,111967.453125,109425.3671875,86033.578125,914998.9375,914120.9375,934063.625,Tb427.BES15.12;Tb427.BES4.11
339,Tb427.BES153.10;Tb427.BES40.18;Tb427.BES56.10;Tb427.BES65.9;Tb427.BES98.9,582297.25,638887.1875,560874.6875,440304.75,543037.125,465348.84375,Tb427.BES153.10;Tb427.BES40.18;Tb427.BES56.10;Tb427.BES65.9;Tb427.BES98.9
340,Tb427.BES153.14;Tb427.BES65.13,59682.45703125,7114.052734375,38010.13671875,636016.1875,653545.1875,745533.4375,Tb427.BES153.14;Tb427.BES65.13
341,Tb427.BES153.3;Tb427.BES65.2,525424.9375,226091.359375,262043.765625,281295.1875,274010.75,43922.234375,Tb427.BES153.3;Tb427.BES65.2
342,Tb427.BES153.7;Tb427.BES28.8;Tb427.BES40.8;Tb427.BES5.6;Tb427.BES65.6;Tb427.BES98.6,416453.75,242312.8125,399834.875,255606.390625,261057.046875,241880.28125,Tb427.BES153.7;Tb427.BES28.8;Tb427.BES40.8;Tb427.BES5.6;Tb427.BES65.6;Tb427.BES98.6
343,Tb427.BES153.9;Tb427.BES65.8,3176604.5,2750808.25,2495823.5,2814528.25,2559092,2300169,Tb427.BES153.9;Tb427.BES65.8
344,Tb427.BES28.1;Tb427.BES28.2;Tb427.BES28.3;Tb427.BES40.2;Tb427.BES5.1,10324611,10002909,13135860,7879064,8801519,9230639,Tb427.BES28.1;Tb427.BES28.2;Tb427.BES28.3;Tb427.BES40.2;Tb427.BES5.1
346,Tb427.BES28.15;Tb427.BES5.12,52395.53515625,53197.3515625,Filtered,228092.34375,267868.84375,241554.734375,Tb427.BES28.15;Tb427.BES5.12
347,Tb427.BES28.7;Tb427.BES5.5,126433.171875,168296.796875,112765.6796875,74429.5859375,70014.671875,124202.578125,Tb427.BES28.7;Tb427.BES5.5
349,Tb427.BES29.4;Tb427.BES56.4,14498651,14058040,16410482,8606310,8119388.5,11470164,Tb427.BES29.4;Tb427.BES56.4
350,Tb427.BES29.9,195633.421875,203463.78125,209614.015625,2318478.5,2529526.75,2521618.75,Tb427.BES29.9
351,Tb427.BES40.10,15676602,13966070,15848435,15268317,18613596,13959873,Tb427.BES40.10
352,Tb427.BES40.13;Tb427.BES56.6,74479.421875,83084.9609375,88407.140625,93504.5625,76462.90625,72113.2890625,Tb427.BES40.13;Tb427.BES56.6
353,Tb427.BES40.15,1196703,1249432.625,1263424.75,789400.5,842390.75,733058.9375,Tb427.BES40.15
354,Tb427.BES40.16,3466779,3903264.75,4536980.5,3893933.5,3855262,3665928.25,Tb427.BES40.16
355,Tb427.BES40.20,3107554,3056898.75,3108348.5,3250016.75,3299619,3043539.75,Tb427.BES40.20
356,Tb427.BES40.21,776978048,804877888,668350080,669866048,689994112,626196288,Tb427.BES40.21
357,Tb427.BES40.7,483927.46875,528638.625,542933.375,580358.4375,566605.9375,477726.8125,Tb427.BES40.7
